fragment1,fragment2,cloneType,lineSimilarity
"|project://assignment2/data/large/209298.java|(45496,1428,<1076,8>,<1109,9>)","|project://assignment2/data/large/2430560.java|(40402,1328,<942,8>,<974,9>)",type3(),71
"|project://assignment2/data/large/1560483.java|(32486,1184,<746,4>,<780,5>)","|project://assignment2/data/large/925397.java|(38502,1245,<846,4>,<880,5>)",type3(),96
"|project://assignment2/data/large/100171.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/10993.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(38484,1184,<885,4>,<919,5>)","|project://assignment2/data/large/2430560.java|(38256,1184,<866,4>,<900,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(17564,845,<492,4>,<515,5>)","|project://assignment2/data/large/1109590.java|(33944,407,<965,4>,<975,5>)",type3(),72
"|project://assignment2/data/large/10640.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/45886.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/97910.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/130398.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/70893.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/23336.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/47340.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/48890.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(32486,1184,<746,4>,<780,5>)","|project://assignment2/data/large/209298.java|(36247,1191,<796,4>,<830,5>)",type1(),100
"|project://assignment2/data/large/10993.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/46050.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(12367,765,<193,4>,<213,5>)","|project://assignment2/data/large/126904.java|(12460,769,<191,4>,<211,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(24743,2966,<511,4>,<562,5>)","|project://assignment2/data/large/2430560.java|(24732,2966,<511,4>,<562,5>)",type1(),100
"|project://assignment2/data/large/48890.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/10640.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(32760,851,<708,4>,<733,5>)","|project://assignment2/data/large/209298.java|(32774,876,<701,4>,<726,5>)",type3(),82
"|project://assignment2/data/large/2430560.java|(41740,2589,<976,8>,<1042,9>)","|project://assignment2/data/large/2599719.java|(41757,2571,<976,8>,<1041,9>)",type1(),100
"|project://assignment2/data/large/47340.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/46050.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/105863.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/45886.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(32486,1184,<746,4>,<780,5>)","|project://assignment2/data/large/2599719.java|(37083,1184,<830,4>,<864,5>)",type1(),100
"|project://assignment2/data/large/46050.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/31722.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(49298,650,<1188,8>,<1206,9>)","|project://assignment2/data/large/1560483.java|(44664,632,<1101,8>,<1118,9>)",type1(),100
"|project://assignment2/data/large/12148.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/46050.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(31909,859,<674,4>,<699,5>)","|project://assignment2/data/large/1098324.java|(32811,868,<712,4>,<737,5>)",type3(),82
"|project://assignment2/data/large/2430560.java|(34491,1401,<762,4>,<797,5>)","|project://assignment2/data/large/1560483.java|(29911,1401,<678,4>,<713,5>)",type1(),100
"|project://assignment2/data/large/104755.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/105863.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/57055.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/31722.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(31783,1135,<687,4>,<721,5>)","|project://assignment2/data/large/209298.java|(30761,1142,<638,4>,<672,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(21437,3300,<424,4>,<509,5>)","|project://assignment2/data/large/1802351.java|(21432,3300,<424,4>,<509,5>)",type1(),100
"|project://assignment2/data/large/14833.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/2560904.java|(2841,365,<96,4>,<107,5>)",type1(),100
"|project://assignment2/data/large/126904.java|(50317,520,<1202,8>,<1215,9>)","|project://assignment2/data/large/2430560.java|(49958,517,<1208,8>,<1221,9>)",type1(),100
"|project://assignment2/data/large/57055.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/41662.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(33676,1184,<782,4>,<816,5>)","|project://assignment2/data/large/2599719.java|(37083,1184,<830,4>,<864,5>)",type2(),100
"|project://assignment2/data/large/57755.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/32955.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(29651,1979,<619,4>,<670,5>)","|project://assignment2/data/large/209298.java|(28768,1987,<585,4>,<636,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(46781,1647,<1120,8>,<1160,9>)","|project://assignment2/data/large/2430560.java|(47623,1665,<1145,8>,<1186,9>)",type1(),100
"|project://assignment2/data/large/41662.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/57755.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(44333,827,<1043,8>,<1063,9>)","|project://assignment2/data/large/1098324.java|(43515,827,<1020,8>,<1040,9>)",type1(),100
"|project://assignment2/data/large/45886.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/32955.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/31722.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/23336.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/566527.java|(5492,899,<136,4>,<157,5>)","|project://assignment2/data/large/2126013.java|(2902,841,<89,4>,<110,5>)",type3(),77
"|project://assignment2/data/large/1560483.java|(45306,517,<1120,8>,<1133,9>)","|project://assignment2/data/large/126904.java|(50317,520,<1202,8>,<1215,9>)",type1(),100
"|project://assignment2/data/large/6711.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/103968.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(46204,1409,<1110,8>,<1143,9>)","|project://assignment2/data/large/1560483.java|(35822,1328,<858,8>,<890,9>)",type3(),71
"|project://assignment2/data/large/1109590.java|(31042,401,<883,4>,<894,5>)","|project://assignment2/data/large/1109590.java|(29574,495,<844,4>,<855,5>)",type3(),83
"|project://assignment2/data/large/97910.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/32955.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(14721,378,<409,4>,<419,5>)","|project://assignment2/data/large/1109590.java|(11363,403,<305,4>,<315,5>)",type3(),81
"|project://assignment2/data/large/1109590.java|(3323,391,<98,4>,<108,5>)","|project://assignment2/data/large/1109590.java|(5330,456,<149,4>,<159,5>)",type3(),72
"|project://assignment2/data/large/2430560.java|(49298,650,<1188,8>,<1206,9>)","|project://assignment2/data/large/1098324.java|(48438,632,<1162,8>,<1179,9>)",type1(),100
"|project://assignment2/data/large/1109590.java|(11772,387,<317,4>,<327,5>)","|project://assignment2/data/large/1109590.java|(11363,403,<305,4>,<315,5>)",type3(),81
"|project://assignment2/data/large/23336.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/2560904.java|(2841,365,<96,4>,<107,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(37078,1184,<830,4>,<864,5>)","|project://assignment2/data/large/2430560.java|(38256,1184,<866,4>,<900,5>)",type2(),100
"|project://assignment2/data/large/104755.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/75612.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/75612.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/23336.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(34491,1401,<762,4>,<797,5>)","|project://assignment2/data/large/209298.java|(33656,1409,<728,4>,<763,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(37444,1191,<832,4>,<866,5>)","|project://assignment2/data/large/126904.java|(37384,1191,<828,4>,<862,5>)",type2(),100
"|project://assignment2/data/large/1560483.java|(29911,1401,<678,4>,<713,5>)","|project://assignment2/data/large/1802351.java|(34503,1401,<762,4>,<797,5>)",type1(),100
"|project://assignment2/data/large/58954.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/103968.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(29072,496,<831,4>,<842,5>)","|project://assignment2/data/large/1109590.java|(29574,495,<844,4>,<855,5>)",type3(),83
"|project://assignment2/data/large/2430560.java|(17506,2402,<310,4>,<374,5>)","|project://assignment2/data/large/2481579.java|(17603,2434,<322,4>,<388,5>)",type3(),93
"|project://assignment2/data/large/1560483.java|(27039,1135,<588,4>,<622,5>)","|project://assignment2/data/large/2430560.java|(31619,1135,<672,4>,<706,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(9712,2639,<161,4>,<209,5>)","|project://assignment2/data/large/2599719.java|(14309,2639,<245,4>,<293,5>)",type1(),100
"|project://assignment2/data/large/48890.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/70893.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/23336.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/32955.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(45362,1409,<1085,8>,<1118,9>)","|project://assignment2/data/large/209298.java|(45496,1428,<1076,8>,<1109,9>)",type1(),100
"|project://assignment2/data/large/105863.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/104755.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/57055.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/130398.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/130814.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/43963.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/32955.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/130398.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/32955.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/57055.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/57055.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/75612.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/70893.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/32955.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(37488,1184,<850,4>,<884,5>)","|project://assignment2/data/large/2430560.java|(38256,1184,<866,4>,<900,5>)",type2(),100
"|project://assignment2/data/large/126904.java|(33911,876,<733,4>,<758,5>)","|project://assignment2/data/large/1098324.java|(31954,851,<685,4>,<710,5>)",type3(),82
"|project://assignment2/data/large/48890.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/57755.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/70893.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/100171.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(44333,827,<1043,8>,<1063,9>)","|project://assignment2/data/large/1560483.java|(39741,827,<959,8>,<979,9>)",type1(),100
"|project://assignment2/data/large/2430560.java|(17506,2402,<310,4>,<374,5>)","|project://assignment2/data/large/1098324.java|(16731,2402,<288,4>,<352,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(45362,1409,<1085,8>,<1118,9>)","|project://assignment2/data/large/2481579.java|(46760,1409,<1143,8>,<1176,9>)",type1(),100
"|project://assignment2/data/large/130398.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/12148.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(13952,373,<385,4>,<395,5>)","|project://assignment2/data/large/1109590.java|(11363,403,<305,4>,<315,5>)",type3(),81
"|project://assignment2/data/large/12148.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/100171.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/12148.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/10993.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/105863.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/10993.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(35092,1162,<776,4>,<805,5>)","|project://assignment2/data/large/1802351.java|(35910,1162,<799,4>,<828,5>)",type1(),100
"|project://assignment2/data/large/10993.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/47340.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(34655,1433,<777,4>,<814,5>)","|project://assignment2/data/large/2599719.java|(34508,1401,<762,4>,<797,5>)",type3(),89
"|project://assignment2/data/large/95809.java|(2159,599,<48,4>,<62,5>)","|project://assignment2/data/large/43033.java|(2159,599,<48,4>,<62,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(44338,827,<1043,8>,<1063,9>)","|project://assignment2/data/large/925397.java|(45873,878,<1057,8>,<1078,9>)",type1(),100
"|project://assignment2/data/large/1109590.java|(8084,884,<218,4>,<238,5>)","|project://assignment2/data/large/1109590.java|(6765,1109,<186,4>,<212,5>)",type3(),74
"|project://assignment2/data/large/31722.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/47340.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(38678,1184,<886,4>,<920,5>)","|project://assignment2/data/large/925397.java|(39753,1245,<882,4>,<916,5>)",type3(),96
"|project://assignment2/data/large/1109590.java|(47893,356,<1357,4>,<1367,5>)","|project://assignment2/data/large/1109590.java|(14331,384,<397,4>,<407,5>)",type3(),72
"|project://assignment2/data/large/104755.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/31722.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/10993.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/75612.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/47340.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/46050.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/32798.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/89548.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/97910.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/47340.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/105863.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/57755.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(14331,384,<397,4>,<407,5>)","|project://assignment2/data/large/1109590.java|(8974,370,<240,4>,<250,5>)",type3(),81
"|project://assignment2/data/large/1109590.java|(18415,382,<517,4>,<527,5>)","|project://assignment2/data/large/1109590.java|(14331,384,<397,4>,<407,5>)",type3(),72
"|project://assignment2/data/large/105863.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/130398.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/13449.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/130814.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/105863.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/57055.java|(4099,455,<126,4>,<138,5>)",type1(),100
